datetime,open,high,low,close,volume
2026-05-15 09:00:00,100.0,100.10207978995986,99.8253372137891,100.0,105
2026-05-15 09:01:00,100.0,100.05776152428673,99.61960563591735,99.7633653893199,103
2026-05-15 09:02:00,99.7633653893199,99.92688264805908,99.50529470009067,99.67558535559198,88
2026-05-15 09:03:00,99.67558535559198,100.17813140525017,99.49335777308849,99.98270538859559,100
2026-05-15 09:04:00,99.98270538859559,100.09408221124058,99.82622139508337,100.02910325749919,108
2026-05-15 09:05:00,100.02910325749919,100.31865937718429,99.83592038826423,100.249320782282,98
2026-05-15 09:06:00,100.249320782282,100.44422551855111,100.19202823962229,100.38772969458297,102
2026-05-15 09:07:00,100.38772969458297,100.58544444296469,100.05240128080828,100.23487354179431,99
2026-05-15 09:08:00,100.23487354179431,100.38841121481117,100.14981927206544,100.36483319274788,121
2026-05-15 09:09:00,100.36483319274788,100.50035103804409,100.1664356398468,100.288815457415,92
2026-05-15 09:10:00,100.288815457415,100.40431272063563,100.04901655034627,100.2114652357049,108
2026-05-15 09:11:00,100.2114652357049,100.37545570538087,100.10320006214144,100.23476042909698,82
2026-05-15 09:12:00,100.23476042909698,100.37896071057375,99.85247230124786,99.8688441144207,117
2026-05-15 09:13:00,99.8688441144207,100.3140206840361,99.69563243575354,100.15368051076136,96
2026-05-15 09:14:00,100.15368051076136,100.294437669594,99.90461770353363,99.99288417036341,95
2026-05-15 09:15:00,99.99288417036341,100.26934067521951,99.85781141292692,100.23216878550261,109
2026-05-15 09:16:00,100.23216878550261,100.4254593626908,100.19894418275412,100.26485758526746,92
2026-05-15 09:17:00,100.26485758526746,100.75643234185662,100.09748273470078,100.63234762565148,101
2026-05-15 09:18:00,100.63234762565148,100.823938636433,100.46913098282798,100.47345998999772,102
2026-05-15 09:19:00,100.47345998999772,100.4990457927423,100.24600552322791,100.39851389757568,103
2026-05-15 09:20:00,100.39851389757568,100.54867703515659,100.22927589175104,100.47964286055671,91
2026-05-15 09:21:00,100.47964286055671,100.50487207092614,99.87077125923038,99.94900064394278,94
2026-05-15 09:22:00,99.94900064394278,100.28982726077152,99.79604983603765,100.1469692274811,112
2026-05-15 09:23:00,100.1469692274811,100.70713334846957,100.14587752941962,100.51632659343198,97
2026-05-15 09:24:00,100.51632659343198,100.79205872473008,100.34731608141084,100.78729256504646,87
2026-05-15 09:25:00,100.78729256504646,101.06313174707742,100.76342027512078,100.96928313857228,89
2026-05-15 09:26:00,100.96928313857228,101.12196901838732,100.84046403718135,100.93402129182621,105
2026-05-15 09:27:00,100.93402129182621,101.29089307142905,100.8977866357501,101.24356442042946,103
2026-05-15 09:28:00,101.24356442042946,101.54936621878606,101.06030453453955,101.5037078012367,111
2026-05-15 09:29:00,101.5037078012367,101.63744013614252,101.50218266053594,101.5990497334586,106
2026-05-15 09:30:00,101.5990497334586,101.63472065539364,101.53887071519091,101.60029283219386,132
2026-05-15 09:31:00,101.60029283219386,101.62331894005021,101.41603968080601,101.51235972003228,99
2026-05-15 09:32:00,101.51235972003228,101.66733244823118,101.18056592223579,101.2135912925443,92
2026-05-15 09:33:00,101.2135912925443,101.56848670450648,101.18555995143177,101.51051112783556,95
2026-05-15 09:34:00,101.51051112783556,101.5945283036561,100.95669854839325,100.98302833122054,99
2026-05-15 09:35:00,100.98302833122054,101.12706346624202,100.8407114284083,100.89360481978736,102
2026-05-15 09:36:00,100.89360481978736,101.0472185552725,100.70760110805986,100.93328206293175,90
2026-05-15 09:37:00,100.93328206293175,101.2956380847785,100.8077408292238,101.1409175261469,104
