datetime,open,high,low,close,volume
2025-01-01 09:30:00,450.0,450.43380616606197,449.9942191881498,450.0,512
2025-01-01 09:45:00,450.0,450.64156271639195,449.9176549799129,450.274245371779,470
2025-01-01 10:00:00,450.274245371779,450.60004551392433,448.97333299702234,449.3376892545068,512
2025-01-01 10:15:00,449.3376892545068,450.4032031257968,449.1024758982005,450.0121012669507,489
2025-01-01 10:30:00,450.0121012669507,451.2674741538506,449.7304642141344,450.85863227575226,491
2025-01-01 10:45:00,450.85863227575226,451.01079242317985,448.93869309943386,449.0993501623956,479
2025-01-01 11:00:00,449.0993501623956,449.3737313078486,447.8989713099283,447.92973422174225,465
2025-01-01 11:15:00,447.92973422174225,448.3170341024925,447.5462355235654,448.04426125736927,523
2025-01-01 11:30:00,448.04426125736927,448.1640233400159,447.67495715190523,447.76087990003987,495
2025-01-01 11:45:00,447.76087990003987,447.8602614354436,447.7310319785823,447.74583409790495,503
2025-01-01 12:00:00,447.74583409790495,447.7968355967237,446.7259519622215,446.9819403681578,481
2025-01-01 12:15:00,446.9819403681578,448.0633102529532,446.94471159081854,447.7680903944778,506
2025-01-01 12:30:00,447.7680903944778,448.81484576110074,447.72521129293784,448.46463121378025,493
2025-01-01 12:45:00,448.46463121378025,448.86516164330885,448.1056904235245,448.52385607864136,501
2025-01-01 13:00:00,448.52385607864136,449.6772220903877,448.3033574499552,449.5350452244015,514
2025-01-01 13:15:00,449.5350452244015,450.0477266627602,449.4264787113985,449.95536889102567,515
2025-01-01 13:30:00,449.95536889102567,450.15947502602637,449.0254856339657,449.18208237678186,497
2025-01-01 13:45:00,449.18208237678186,449.7591548199254,448.8545203953506,449.51335486692636,492
2025-01-01 14:00:00,449.51335486692636,449.9264968052345,448.62152392438816,448.65129379728205,491
2025-01-01 14:15:00,448.65129379728205,449.83270963259343,448.5990346182413,449.4395295257183,498
2025-01-01 14:30:00,449.4395295257183,449.8512423511567,449.11770730696867,449.3946521698287,526
2025-01-01 14:45:00,449.3946521698287,449.77675553865004,448.95583085297045,449.2284998546993,504
2025-01-01 15:00:00,449.2284998546993,449.6618172221563,448.1804511495642,448.61671393922063,527
2025-01-01 15:15:00,448.61671393922063,449.92296058356493,448.44868478173214,449.71361889524223,490
